date,fire_scar,site,plot,location,site_notes,plant_species,plant_species_cover,veg_cover_notes,photos,plant_photos
8/8/2025,Isom,ISOM1,C,3 m,,Snag,2,,113418da-df31-4033-bceb-9ca52a8ad63c,
8/8/2025,Isom,ISOM1,C,3 m,,Fine Woody Debris,1,,113418da-df31-4033-bceb-9ca52a8ad63c,
8/8/2025,Isom,ISOM1,C,3 m,,Coarse woody debris,2,,113418da-df31-4033-bceb-9ca52a8ad63c,
8/8/2025,Isom,ISOM1,C,3 m,,Carex spp,0.1,,113418da-df31-4033-bceb-9ca52a8ad63c,
8/8/2025,Isom,ISOM1,C,3 m,,Equisetum scirpoides,0.1,,113418da-df31-4033-bceb-9ca52a8ad63c,
7/21/2025,Aggie,AGCR3,A,3 m,,Vaccinium uliginosum,20,,37f47232-ea2e-44f0-97af-1d0acfe1211c,
7/21/2025,Aggie,AGCR3,A,3 m,,Equisetum sylvaticum,20,,37f47232-ea2e-44f0-97af-1d0acfe1211c,
7/21/2025,Aggie,AGCR3,A,3 m,,Ledum palustre subsp. decumbens [Rhododendron tomentosum],8,,37f47232-ea2e-44f0-97af-1d0acfe1211c,
7/21/2025,Aggie,AGCR3,A,3 m,,Unknown grass 1,5,,37f47232-ea2e-44f0-97af-1d0acfe1211c,
7/21/2025,Aggie,AGCR3,A,3 m,,Vaccinium vitis-idaea,5,,37f47232-ea2e-44f0-97af-1d0acfe1211c,
7/21/2025,Aggie,AGCR3,A,3 m,,Picea mariana,2,,37f47232-ea2e-44f0-97af-1d0acfe1211c,
7/27/2025,Slate,SLAT5,B,9 m,,Coarse woody debris,50,,14223967-6421-4e6f-8b71-2ee635d38cf9,
7/27/2025,Slate,SLAT5,B,9 m,,Fine Woody Debris,25,,14223967-6421-4e6f-8b71-2ee635d38cf9,
7/27/2025,Slate,SLAT5,B,9 m,,Epilobium angustifolium [Chamerion angustifolium],14,,14223967-6421-4e6f-8b71-2ee635d38cf9,
7/27/2025,Slate,SLAT5,B,9 m,,Equisetum arvense,3,,14223967-6421-4e6f-8b71-2ee635d38cf9,
7/21/2025,Aggie,AGCR3,B,6 m,,Vaccinium uliginosum,17,,988858d9-535d-4775-ac5a-d821febbb83d,
7/21/2025,Aggie,AGCR3,B,6 m,,Polygonum ,10,,988858d9-535d-4775-ac5a-d821febbb83d,
7/21/2025,Aggie,AGCR3,B,6 m,,Ledum palustre subsp. decumbens [Rhododendron tomentosum],2,,988858d9-535d-4775-ac5a-d821febbb83d,
7/21/2025,Aggie,AGCR3,B,6 m,,Picea mariana,0.1,,988858d9-535d-4775-ac5a-d821febbb83d,
7/21/2025,Aggie,AGCR3,B,6 m,,Equisetum sylvaticum,13,,988858d9-535d-4775-ac5a-d821febbb83d,
7/21/2025,Aggie,AGCR3,B,6 m,,Unknown grass 1,6,,988858d9-535d-4775-ac5a-d821febbb83d,
7/21/2025,Aggie,AGCR3,B,6 m,,Vaccinium vitis-idaea,5,,988858d9-535d-4775-ac5a-d821febbb83d,
7/21/2025,Aggie,AGCR3,B,6 m,,Epilobium angustifolium [Chamerion angustifolium],2,,988858d9-535d-4775-ac5a-d821febbb83d,
7/26/2025,Slate,SLAT2,B,6 m,Plot is in a paddle:/,Coarse woody debris,27,,53de925e-af0a-4cdc-bb65-a7a3a0c57e68,
7/26/2025,Slate,SLAT2,B,6 m,Plot is in a paddle:/,Fine Woody Debris,6,,53de925e-af0a-4cdc-bb65-a7a3a0c57e68,
7/26/2025,Slate,SLAT2,B,6 m,Plot is in a paddle:/,Equisetum sylvaticum,3,,53de925e-af0a-4cdc-bb65-a7a3a0c57e68,
7/26/2025,Slate,SLAT2,B,6 m,Plot is in a paddle:/,Calamagrostis,8,,53de925e-af0a-4cdc-bb65-a7a3a0c57e68,
7/26/2025,Slate,SLAT2,B,6 m,Plot is in a paddle:/,Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum],2,,53de925e-af0a-4cdc-bb65-a7a3a0c57e68,
7/26/2025,Slate,SLAT2,B,6 m,Plot is in a paddle:/,Epilobium angustifolium [Chamerion angustifolium],2,,53de925e-af0a-4cdc-bb65-a7a3a0c57e68,
7/26/2025,Slate,SLAT2,B,6 m,Plot is in a paddle:/,Rubus chamaemorus,4,,53de925e-af0a-4cdc-bb65-a7a3a0c57e68,
7/26/2025,Slate,SLAT2,B,6 m,Plot is in a paddle:/,Picea mariana,0.1,,53de925e-af0a-4cdc-bb65-a7a3a0c57e68,
7/29/2025,McDonald,MCDO5,C,6 m,,Arctagrostis latifolia,5,,57e33edb-b52f-45e3-b1a2-3f8d951587de,
7/29/2025,McDonald,MCDO5,C,6 m,,Carex spp,10,,57e33edb-b52f-45e3-b1a2-3f8d951587de,
7/29/2025,McDonald,MCDO5,C,6 m,,Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum],8,,57e33edb-b52f-45e3-b1a2-3f8d951587de,
7/29/2025,McDonald,MCDO5,C,6 m,,Salix spp,1,,57e33edb-b52f-45e3-b1a2-3f8d951587de,
7/29/2025,McDonald,MCDO5,C,6 m,,Vaccinium uliginosum,3,,57e33edb-b52f-45e3-b1a2-3f8d951587de,
7/29/2025,McDonald,MCDO5,C,6 m,,Vaccinium vitis-idaea,5,,57e33edb-b52f-45e3-b1a2-3f8d951587de,
7/29/2025,McDonald,MCDO5,C,6 m,,Fine Woody Debris,2,,57e33edb-b52f-45e3-b1a2-3f8d951587de,
8/1/2025,Yukon Creek,YUCR2,C,9 m,,Equisetum sylvaticum,80,,1ce15ab2-c95f-4906-9184-b7aa2fbbd41b,
8/1/2025,Yukon Creek,YUCR2,C,9 m,,Epilobium angustifolium [Chamerion angustifolium],3,,1ce15ab2-c95f-4906-9184-b7aa2fbbd41b,
8/1/2025,Yukon Creek,YUCR2,C,9 m,,Coarse woody debris,6,,1ce15ab2-c95f-4906-9184-b7aa2fbbd41b,
8/1/2025,Yukon Creek,YUCR2,C,9 m,,Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum],2,,1ce15ab2-c95f-4906-9184-b7aa2fbbd41b,
8/1/2025,Yukon Creek,YUCR2,C,9 m,,Rubus chamaemorus,1,,1ce15ab2-c95f-4906-9184-b7aa2fbbd41b,
8/1/2025,Yukon Creek,YUCR2,C,9 m,,Betula neoalaskana,0.1,,1ce15ab2-c95f-4906-9184-b7aa2fbbd41b,
8/1/2025,Yukon Creek,YUCR2,C,9 m,,Fine Woody Debris,2,,1ce15ab2-c95f-4906-9184-b7aa2fbbd41b,
7/27/2025,Slate,SLAT4,C,6 m,,Geranium bicknellii,8,,58f22121-7050-488f-88b0-25cc1919c4a9,
7/27/2025,Slate,SLAT4,C,6 m,,Epilobium angustifolium [Chamerion angustifolium],23,,58f22121-7050-488f-88b0-25cc1919c4a9,
7/27/2025,Slate,SLAT4,C,6 m,,Coarse woody debris,5,,58f22121-7050-488f-88b0-25cc1919c4a9,
8/2/2025,Troublesome,TROU1,C,6 m,,Epilobium angustifolium [Chamerion angustifolium],50,,4bc1b138-ad22-4729-8ff2-7ed8d558d144,
8/2/2025,Troublesome,TROU1,C,6 m,,Equisetum arvense,7,,4bc1b138-ad22-4729-8ff2-7ed8d558d144,
8/2/2025,Troublesome,TROU1,C,6 m,,Vaccinium uliginosum,1,,4bc1b138-ad22-4729-8ff2-7ed8d558d144,
8/2/2025,Troublesome,TROU1,C,6 m,,Vaccinium vitis-idaea,1,,4bc1b138-ad22-4729-8ff2-7ed8d558d144,
8/2/2025,Troublesome,TROU1,C,6 m,,Equisetum scirpoides,1,,4bc1b138-ad22-4729-8ff2-7ed8d558d144,
7/31/2025,Globe,GLOB1,B,9 m,,Snag,6,,2a190c42-7939-43ef-8253-b393142f2d03,
7/31/2025,Globe,GLOB1,B,9 m,,Fine Woody Debris,5,,2a190c42-7939-43ef-8253-b393142f2d03,
7/31/2025,Globe,GLOB1,B,9 m,,Eriophorum vaginatum,6,,2a190c42-7939-43ef-8253-b393142f2d03,
7/31/2025,Globe,GLOB1,B,9 m,,Rubus chamaemorus,5,,2a190c42-7939-43ef-8253-b393142f2d03,
7/31/2025,Globe,GLOB1,B,9 m,,Spiraea beauverdiana (stevenii),7,,2a190c42-7939-43ef-8253-b393142f2d03,
7/31/2025,Globe,GLOB1,B,9 m,,Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum],6,,2a190c42-7939-43ef-8253-b393142f2d03,
7/31/2025,Globe,GLOB1,B,9 m,,Vaccinium vitis-idaea,4,,2a190c42-7939-43ef-8253-b393142f2d03,
7/31/2025,Globe,GLOB1,B,9 m,,Vaccinium uliginosum,0.1,,2a190c42-7939-43ef-8253-b393142f2d03,
7/31/2025,Globe,GLOB1,B,9 m,,Oxycoccus microcarpos [Vaccinium oxycoccos],1,,2a190c42-7939-43ef-8253-b393142f2d03,
8/4/2025,Yukon Creek,YUCR5,C,3 m,,Coarse woody debris,10,,0d57bd3c-3750-4e38-9a45-dc536078b09c,
8/4/2025,Yukon Creek,YUCR5,C,3 m,,Fine Woody Debris,30,Including cone ball in plot,0d57bd3c-3750-4e38-9a45-dc536078b09c,
8/4/2025,Yukon Creek,YUCR5,C,3 m,,Calamagrostis spp.,5,,0d57bd3c-3750-4e38-9a45-dc536078b09c,
8/4/2025,Yukon Creek,YUCR5,C,3 m,,Epilobium angustifolium [Chamerion angustifolium],9,,0d57bd3c-3750-4e38-9a45-dc536078b09c,
8/4/2025,Yukon Creek,YUCR5,C,3 m,,Vaccinium vitis-idaea,3,,0d57bd3c-3750-4e38-9a45-dc536078b09c,
8/4/2025,Yukon Creek,YUCR5,C,3 m,,Vaccinium uliginosum,3,,0d57bd3c-3750-4e38-9a45-dc536078b09c,
8/4/2025,Yukon Creek,YUCR5,C,3 m,,Cornus canadensis,3,,0d57bd3c-3750-4e38-9a45-dc536078b09c,
8/4/2025,Yukon Creek,YUCR5,C,3 m,,Betula neoalaskana,0.1,,0d57bd3c-3750-4e38-9a45-dc536078b09c,
8/4/2025,Yukon Creek,YUCR5,C,3 m,,Picea mariana,0.1,,0d57bd3c-3750-4e38-9a45-dc536078b09c,
8/4/2025,Yukon Creek,YUCR5,C,3 m,,Equisetum sylvaticum,1,,0d57bd3c-3750-4e38-9a45-dc536078b09c,
8/4/2025,Yukon Creek,YUCR4,B,9 m,,Betula neoalaskana,8,,81137c5c-0f8a-41c8-a4b1-7f5746f17c7b,
8/4/2025,Yukon Creek,YUCR4,B,9 m,,Populus tremuloides,1,,81137c5c-0f8a-41c8-a4b1-7f5746f17c7b,
8/4/2025,Yukon Creek,YUCR4,B,9 m,,Picea mariana,0.1,,81137c5c-0f8a-41c8-a4b1-7f5746f17c7b,
8/4/2025,Yukon Creek,YUCR4,B,9 m,,Equisetum sylvaticum,4,,81137c5c-0f8a-41c8-a4b1-7f5746f17c7b,
8/4/2025,Yukon Creek,YUCR4,B,9 m,,Salix spp,1,,81137c5c-0f8a-41c8-a4b1-7f5746f17c7b,
8/4/2025,Yukon Creek,YUCR4,B,9 m,,Epilobium angustifolium [Chamerion angustifolium],3,,81137c5c-0f8a-41c8-a4b1-7f5746f17c7b,
8/4/2025,Yukon Creek,YUCR4,B,9 m,,Coarse woody debris,9,,81137c5c-0f8a-41c8-a4b1-7f5746f17c7b,
8/8/2025,Isom,ISOM2,A,3 m,,Unknown grass 1,6,,f53a8866-0591-4809-abd8-bfd1ccd19443,
8/8/2025,Isom,ISOM2,A,3 m,,Vaccinium vitis-idaea,1,,f53a8866-0591-4809-abd8-bfd1ccd19443,
8/8/2025,Isom,ISOM2,A,3 m,,Vaccinium uliginosum,7,,f53a8866-0591-4809-abd8-bfd1ccd19443,
8/8/2025,Isom,ISOM2,A,3 m,,Coarse woody debris,11,,f53a8866-0591-4809-abd8-bfd1ccd19443,
8/8/2025,Isom,ISOM2,A,3 m,,Fine Woody Debris,2,,f53a8866-0591-4809-abd8-bfd1ccd19443,
8/8/2025,Isom,ISOM2,A,3 m,,Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum],18,,f53a8866-0591-4809-abd8-bfd1ccd19443,
8/8/2025,Isom,ISOM2,A,3 m,,Rosa acicularis,4,,f53a8866-0591-4809-abd8-bfd1ccd19443,
8/8/2025,Isom,ISOM2,A,3 m,,Equisetum scirpoides,1,,f53a8866-0591-4809-abd8-bfd1ccd19443,
7/25/2025,McDonald,MCDO3,A,9 m,,Unknown grass 1,5,,a1da8b7a-3f01-4dba-abdc-8acc3d4b9b26,
7/25/2025,McDonald,MCDO3,A,9 m,,Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum],8,,a1da8b7a-3f01-4dba-abdc-8acc3d4b9b26,
7/25/2025,McDonald,MCDO3,A,9 m,,Salix spp,3,,a1da8b7a-3f01-4dba-abdc-8acc3d4b9b26,
7/25/2025,McDonald,MCDO3,A,9 m,,Rosa acicularis,2,,a1da8b7a-3f01-4dba-abdc-8acc3d4b9b26,
7/25/2025,McDonald,MCDO3,A,9 m,,Petasites frigidus,7,,a1da8b7a-3f01-4dba-abdc-8acc3d4b9b26,
7/25/2025,McDonald,MCDO3,A,9 m,,Vaccinium vitis-idaea,5,,a1da8b7a-3f01-4dba-abdc-8acc3d4b9b26,
7/25/2025,McDonald,MCDO3,A,9 m,,Vaccinium uliginosum,1,,a1da8b7a-3f01-4dba-abdc-8acc3d4b9b26,
7/25/2025,McDonald,MCDO3,A,9 m,,Betula glandulosa,0.1,,a1da8b7a-3f01-4dba-abdc-8acc3d4b9b26,
7/25/2025,McDonald,MCDO3,A,9 m,,Fine Woody Debris,4,,a1da8b7a-3f01-4dba-abdc-8acc3d4b9b26,
8/2/2025,Troublesome,TROU2,A,6 m,,Arctagrostis latifolia,5,,08f23783-ef0c-4f20-bb18-fb32fb8e8a3b,
8/2/2025,Troublesome,TROU2,A,6 m,,Epilobium angustifolium [Chamerion angustifolium],6,,08f23783-ef0c-4f20-bb18-fb32fb8e8a3b,
8/2/2025,Troublesome,TROU2,A,6 m,,Arctostaphylos rubra [Arctous rubra],4,,08f23783-ef0c-4f20-bb18-fb32fb8e8a3b,
8/2/2025,Troublesome,TROU2,A,6 m,,Vaccinium uliginosum,3,,08f23783-ef0c-4f20-bb18-fb32fb8e8a3b,
8/2/2025,Troublesome,TROU2,A,6 m,,Mertensia paniculata,2,,08f23783-ef0c-4f20-bb18-fb32fb8e8a3b,
8/2/2025,Troublesome,TROU2,A,6 m,,Unknown aster,1,Low basal leaves enlongated with round tip. No flower but definitely an aster,08f23783-ef0c-4f20-bb18-fb32fb8e8a3b,
8/2/2025,Troublesome,TROU2,A,6 m,,Equisetum scirpoides,1,,08f23783-ef0c-4f20-bb18-fb32fb8e8a3b,
8/2/2025,Troublesome,TROU2,A,6 m,,Picea mariana,0.1,,08f23783-ef0c-4f20-bb18-fb32fb8e8a3b,
8/2/2025,Troublesome,TROU2,A,6 m,,Equisetum sylvaticum,0.1,,08f23783-ef0c-4f20-bb18-fb32fb8e8a3b,
8/2/2025,Troublesome,TROU2,A,6 m,,Galium boreale,4,,08f23783-ef0c-4f20-bb18-fb32fb8e8a3b,
8/3/2025,Chitanana,CHIT4,A,3 m,,Eriophorum vaginatum,15,,f7cb04e5-fb4f-46d6-9542-66e424f24f5c,
8/3/2025,Chitanana,CHIT4,A,3 m,,Ledum palustre subsp. decumbens [Rhododendron tomentosum],15,,f7cb04e5-fb4f-46d6-9542-66e424f24f5c,
8/3/2025,Chitanana,CHIT4,A,3 m,,Betula nana,4,,f7cb04e5-fb4f-46d6-9542-66e424f24f5c,
8/3/2025,Chitanana,CHIT4,A,3 m,,Vaccinium uliginosum,3,,f7cb04e5-fb4f-46d6-9542-66e424f24f5c,
8/3/2025,Chitanana,CHIT4,A,3 m,,Rubus chamaemorus,4,,f7cb04e5-fb4f-46d6-9542-66e424f24f5c,
8/3/2025,Chitanana,CHIT4,A,3 m,,Vaccinium vitis-idaea,5,,f7cb04e5-fb4f-46d6-9542-66e424f24f5c,
8/3/2025,Chitanana,CHIT4,A,3 m,,Unknown grass 1,1,,f7cb04e5-fb4f-46d6-9542-66e424f24f5c,
8/3/2025,Chitanana,CHIT4,A,3 m,,Fine Woody Debris,3,,f7cb04e5-fb4f-46d6-9542-66e424f24f5c,
7/31/2025,Globe,GLOB2,B,3 m,,Picea mariana,0.01,,dcec60ed-73bd-44ca-a17d-b84da24d046e,
7/31/2025,Globe,GLOB2,B,3 m,,Coarse woody debris,8,,dcec60ed-73bd-44ca-a17d-b84da24d046e,
7/31/2025,Globe,GLOB2,B,3 m,,Fine Woody Debris,10,,dcec60ed-73bd-44ca-a17d-b84da24d046e,
7/31/2025,Globe,GLOB2,B,3 m,,Betula glandulosa,1,,dcec60ed-73bd-44ca-a17d-b84da24d046e,
7/31/2025,Globe,GLOB2,B,3 m,,Vaccinium uliginosum,1,,dcec60ed-73bd-44ca-a17d-b84da24d046e,
7/31/2025,Globe,GLOB2,B,3 m,,Vaccinium vitis-idaea,2,,dcec60ed-73bd-44ca-a17d-b84da24d046e,
7/31/2025,Globe,GLOB2,B,3 m,,Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum],5,,dcec60ed-73bd-44ca-a17d-b84da24d046e,
7/31/2025,Globe,GLOB2,B,3 m,,Rubus chamaemorus,1,,dcec60ed-73bd-44ca-a17d-b84da24d046e,
7/31/2025,Globe,GLOB2,B,3 m,,Eriophorum vaginatum,25,,dcec60ed-73bd-44ca-a17d-b84da24d046e,
7/29/2025,McDonald,MCDO4,A,6 m,,Rosa acicularis,2,,a188f825-69a3-4bca-ba84-70cb175f2faa,
7/29/2025,McDonald,MCDO4,A,6 m,,Salix spp,2,,a188f825-69a3-4bca-ba84-70cb175f2faa,
7/29/2025,McDonald,MCDO4,A,6 m,,Vaccinium uliginosum,2,,a188f825-69a3-4bca-ba84-70cb175f2faa,
7/29/2025,McDonald,MCDO4,A,6 m,,Vaccinium vitis-idaea,2,,a188f825-69a3-4bca-ba84-70cb175f2faa,
7/29/2025,McDonald,MCDO4,A,6 m,,Carex spp,2,,a188f825-69a3-4bca-ba84-70cb175f2faa,
7/29/2025,McDonald,MCDO4,A,6 m,,Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum],1,,a188f825-69a3-4bca-ba84-70cb175f2faa,
7/29/2025,McDonald,MCDO4,A,6 m,,Galium boreale,1,,a188f825-69a3-4bca-ba84-70cb175f2faa,
7/29/2025,McDonald,MCDO4,A,6 m,,Snag,2,,a188f825-69a3-4bca-ba84-70cb175f2faa,
7/29/2025,McDonald,MCDO4,A,6 m,,Unknown grass 1,1,,a188f825-69a3-4bca-ba84-70cb175f2faa,
7/29/2025,McDonald,MCDO4,A,6 m,,Petasites frigidus,0.1,,a188f825-69a3-4bca-ba84-70cb175f2faa,
7/29/2025,McDonald,MCDO4,A,6 m,,Fine Woody Debris,2,,a188f825-69a3-4bca-ba84-70cb175f2faa,
7/25/2025,McDonald,MCDO2,B,3 m,,Betula glandulosa,5,,a47e609a-76e6-46ca-8e75-614b155d61b7,
7/25/2025,McDonald,MCDO2,B,3 m,,Salix spp,1,,a47e609a-76e6-46ca-8e75-614b155d61b7,
7/25/2025,McDonald,MCDO2,B,3 m,,Unknown grass 1,2,,a47e609a-76e6-46ca-8e75-614b155d61b7,
7/25/2025,McDonald,MCDO2,B,3 m,,Unknown grass 2,4,,a47e609a-76e6-46ca-8e75-614b155d61b7,
7/25/2025,McDonald,MCDO2,B,3 m,,Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum],4,,a47e609a-76e6-46ca-8e75-614b155d61b7,
7/25/2025,McDonald,MCDO2,B,3 m,,Vaccinium uliginosum,2,,a47e609a-76e6-46ca-8e75-614b155d61b7,
7/25/2025,McDonald,MCDO2,B,3 m,,Rosa acicularis,2,,a47e609a-76e6-46ca-8e75-614b155d61b7,
7/25/2025,McDonald,MCDO2,B,3 m,,Snag,2,,a47e609a-76e6-46ca-8e75-614b155d61b7,
7/25/2025,McDonald,MCDO2,B,3 m,,Fine Woody Debris,5,,a47e609a-76e6-46ca-8e75-614b155d61b7,
7/29/2025,McDonald,MCDO4,C,9 m,,Snag,5,,91489ac1-c624-40b3-a2f0-47c729f1f12b,
7/29/2025,McDonald,MCDO4,C,9 m,,Fine Woody Debris,2,,91489ac1-c624-40b3-a2f0-47c729f1f12b,
7/29/2025,McDonald,MCDO4,C,9 m,,Equisetum sylvaticum,5,,91489ac1-c624-40b3-a2f0-47c729f1f12b,
7/29/2025,McDonald,MCDO4,C,9 m,,Carex spp,2,,91489ac1-c624-40b3-a2f0-47c729f1f12b,
7/29/2025,McDonald,MCDO4,C,9 m,,Vaccinium vitis-idaea,1,,91489ac1-c624-40b3-a2f0-47c729f1f12b,
7/29/2025,McDonald,MCDO4,C,9 m,,Vaccinium uliginosum,0.1,,91489ac1-c624-40b3-a2f0-47c729f1f12b,
7/29/2025,McDonald,MCDO4,C,9 m,,Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum],1,,91489ac1-c624-40b3-a2f0-47c729f1f12b,
7/29/2025,McDonald,MCDO4,C,9 m,,Equisetum scirpoides,0.1,,91489ac1-c624-40b3-a2f0-47c729f1f12b,
7/25/2025,McDonald,MCDO1,A,9 m,,Epilobium angustifolium [Chamerion angustifolium],25,,8f1dd2e5-352c-4f76-af9e-aad22e5b3028,
7/25/2025,McDonald,MCDO1,A,9 m,,Coarse woody debris,13,,8f1dd2e5-352c-4f76-af9e-aad22e5b3028,
7/25/2025,McDonald,MCDO1,A,9 m,,Fine Woody Debris,5,,8f1dd2e5-352c-4f76-af9e-aad22e5b3028,
7/25/2025,McDonald,MCDO1,A,9 m,,Unknown grass 1,1,,8f1dd2e5-352c-4f76-af9e-aad22e5b3028,
7/25/2025,McDonald,MCDO1,A,9 m,,Picea mariana,0.1,,8f1dd2e5-352c-4f76-af9e-aad22e5b3028,
7/29/2025,McDonald,MCDO6,A,9 m,,Carex spp,3,,a060a80f-c2f3-4def-be0b-5afd14e68569,
7/29/2025,McDonald,MCDO6,A,9 m,,Unknown grass 1,0.1,,a060a80f-c2f3-4def-be0b-5afd14e68569,
7/29/2025,McDonald,MCDO6,A,9 m,,Betula glandulosa,1,,a060a80f-c2f3-4def-be0b-5afd14e68569,
7/29/2025,McDonald,MCDO6,A,9 m,,Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum],3,,a060a80f-c2f3-4def-be0b-5afd14e68569,
7/29/2025,McDonald,MCDO6,A,9 m,,Galium boreale,0.1,,a060a80f-c2f3-4def-be0b-5afd14e68569,
7/29/2025,McDonald,MCDO6,A,9 m,,Vaccinium vitis-idaea,1,,a060a80f-c2f3-4def-be0b-5afd14e68569,
7/29/2025,McDonald,MCDO6,A,9 m,,Snag,2,,a060a80f-c2f3-4def-be0b-5afd14e68569,
7/29/2025,McDonald,MCDO6,A,9 m,,Fine Woody Debris,5,,a060a80f-c2f3-4def-be0b-5afd14e68569,
7/27/2025,Slate,SLAT4,C,9 m,,Dracocephalum parviflorum,1,,7e51e9d4-fdc5-4088-8233-f3921e2bc24b,
7/27/2025,Slate,SLAT4,C,9 m,,Epilobium angustifolium [Chamerion angustifolium],6,,7e51e9d4-fdc5-4088-8233-f3921e2bc24b,
7/27/2025,Slate,SLAT4,C,9 m,,Geranium bicknellii,0.1,,7e51e9d4-fdc5-4088-8233-f3921e2bc24b,
7/27/2025,Slate,SLAT4,C,9 m,,Coarse woody debris,6,,7e51e9d4-fdc5-4088-8233-f3921e2bc24b,
7/22/2025,Aggie,AGCR4,C,6 m,,Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum],11,,bb2d3ea5-e145-4e10-95ef-ab989d02acd1,
7/22/2025,Aggie,AGCR4,C,6 m,,Ledum palustre subsp. decumbens [Rhododendron tomentosum],6,,bb2d3ea5-e145-4e10-95ef-ab989d02acd1,
7/22/2025,Aggie,AGCR4,C,6 m,,Oxycoccus microcarpos [Vaccinium oxycoccos],2,,bb2d3ea5-e145-4e10-95ef-ab989d02acd1,
7/22/2025,Aggie,AGCR4,C,6 m,,Equisetum arvense,7,,bb2d3ea5-e145-4e10-95ef-ab989d02acd1,
7/22/2025,Aggie,AGCR4,C,6 m,,Equisetum sylvaticum,5,,bb2d3ea5-e145-4e10-95ef-ab989d02acd1,
7/22/2025,Aggie,AGCR4,C,6 m,,Vaccinium vitis-idaea,7,,bb2d3ea5-e145-4e10-95ef-ab989d02acd1,
7/22/2025,Aggie,AGCR4,C,6 m,,Rubus chamaemorus,12,,bb2d3ea5-e145-4e10-95ef-ab989d02acd1,
7/22/2025,Aggie,AGCR4,C,6 m,,Betula nana,32,,bb2d3ea5-e145-4e10-95ef-ab989d02acd1,
7/22/2025,Aggie,AGCR4,C,6 m,,Eriophorum vaginatum,4,,bb2d3ea5-e145-4e10-95ef-ab989d02acd1,
7/26/2025,Slate,SLAT2,B,9 m,,Calamagrostis,4,,c7d5e009-311c-4e6b-b8d5-63340897d819,
7/26/2025,Slate,SLAT2,B,9 m,,Rubus chamaemorus,3,,c7d5e009-311c-4e6b-b8d5-63340897d819,
7/26/2025,Slate,SLAT2,B,9 m,,Coarse woody debris,12,,c7d5e009-311c-4e6b-b8d5-63340897d819,
8/8/2025,Isom,ISOM2,A,9 m,,Salix spp,8,,125e3a0a-57c0-4914-a564-c1f3e9d79695,
8/8/2025,Isom,ISOM2,A,9 m,,Arctagrostis latifolia,2,,125e3a0a-57c0-4914-a564-c1f3e9d79695,
8/8/2025,Isom,ISOM2,A,9 m,,Vaccinium uliginosum,4,,125e3a0a-57c0-4914-a564-c1f3e9d79695,
8/8/2025,Isom,ISOM2,A,9 m,,Vaccinium vitis-idaea,1,,125e3a0a-57c0-4914-a564-c1f3e9d79695,
8/8/2025,Isom,ISOM2,A,9 m,,Equisetum arvense,1,,125e3a0a-57c0-4914-a564-c1f3e9d79695,
8/8/2025,Isom,ISOM2,A,9 m,,Equisetum scirpoides,1,,125e3a0a-57c0-4914-a564-c1f3e9d79695,
8/8/2025,Isom,ISOM2,A,9 m,,Snag,1,,125e3a0a-57c0-4914-a564-c1f3e9d79695,
8/8/2025,Isom,ISOM2,A,9 m,,Coarse woody debris,3,,125e3a0a-57c0-4914-a564-c1f3e9d79695,
8/8/2025,Isom,ISOM2,A,9 m,,Fine Woody Debris,4,,125e3a0a-57c0-4914-a564-c1f3e9d79695,
8/1/2025,Yukon Creek,YUCR3,C,6 m,,Spiraea beauverdiana (stevenii),3,,d7ac10a0-df45-44d3-99bd-3e9334a6b0b9,
8/1/2025,Yukon Creek,YUCR3,C,6 m,,Equisetum sylvaticum,9,,d7ac10a0-df45-44d3-99bd-3e9334a6b0b9,
8/1/2025,Yukon Creek,YUCR3,C,6 m,,Rubus chamaemorus,35,,d7ac10a0-df45-44d3-99bd-3e9334a6b0b9,
8/1/2025,Yukon Creek,YUCR3,C,6 m,,Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum],25,,d7ac10a0-df45-44d3-99bd-3e9334a6b0b9,
8/1/2025,Yukon Creek,YUCR3,C,6 m,,Vaccinium vitis-idaea,6,,d7ac10a0-df45-44d3-99bd-3e9334a6b0b9,
8/1/2025,Yukon Creek,YUCR3,C,6 m,,Oxycoccus microcarpos [Vaccinium oxycoccos],1,,d7ac10a0-df45-44d3-99bd-3e9334a6b0b9,
8/1/2025,Yukon Creek,YUCR3,C,6 m,,Calamagrostis canadensis,1,,d7ac10a0-df45-44d3-99bd-3e9334a6b0b9,
8/1/2025,Yukon Creek,YUCR3,C,6 m,,Vaccinium uliginosum,1,,d7ac10a0-df45-44d3-99bd-3e9334a6b0b9,
8/1/2025,Yukon Creek,YUCR3,C,6 m,,Picea mariana,1,,d7ac10a0-df45-44d3-99bd-3e9334a6b0b9,
