"","date","fire_scar","site","plot","location","site_notes","ground_cover_type","ground_percent_cover","ground_cover_notes"
"328","2024-08-04","Munson Creek","MuCr5","A","6 m","","Ceratodon purpureus",5,""
"329","2024-08-04","Munson Creek","MuCr5","A","6 m","","Litter",12,""
"330","2024-08-04","Munson Creek","MuCr5","A","6 m","","Grass Litter",11,""
"331","2024-08-04","Munson Creek","MuCr5","A","6 m","","Organic",69,""
"332","2024-08-03","Teklanika ","Tekl1","A","3 m","","Coarse Woody Debris",6,""
"333","2024-08-03","Teklanika ","Tekl1","A","3 m","","Ceratodon purpureus",4,""
"334","2024-08-03","Teklanika ","Tekl1","A","3 m","","Litter",0.1,""
"335","2024-08-03","Teklanika ","Tekl1","A","3 m","","Fine Woody Debris",0.1,""
"336","2024-08-03","Teklanika ","Tekl1","A","3 m","","Organic",89.8,""
"337","2024-07-30","Nugget Creek","NuCr2","B","6 m","","Polytrichum",0.1,""
"338","2024-07-30","Nugget Creek","NuCr2","B","6 m","","Coarse Woody Debris",3,""
"339","2024-07-30","Nugget Creek","NuCr2","B","6 m","","Fine Woody Debris",1,""
"340","2024-07-30","Nugget Creek","NuCr2","B","6 m","","Sphagnum",0.1,""
"341","2024-07-30","Nugget Creek","NuCr2","B","6 m","","Litter",4,""
"342","2024-07-30","Nugget Creek","NuCr2","B","6 m","","Foliose Lichen",0.1,""
"343","2024-07-30","Nugget Creek","NuCr2","B","6 m","","Grass Litter",11,"Carex"
"344","2024-07-30","Nugget Creek","NuCr2","B","6 m","","Burned Lichen",1,""
"345","2024-07-30","Nugget Creek","NuCr2","B","6 m","","Burned Moss",1,"Sphag "
"346","2024-07-30","Nugget Creek","NuCr2","B","6 m","","Organic",30,"Sphagnum, but too burned/decomposed to clearly see structure. Very intermixed with ceratadon."
"347","2024-07-30","Nugget Creek","NuCr2","B","6 m","","Ceratodon purpureus",48.7,""
"348","2024-07-23","Hess Creek","HeCr4","B","9 m","","Coarse Woody Debris",3,""
"349","2024-07-23","Hess Creek","HeCr4","B","9 m","","Fine Woody Debris",1,""
"350","2024-07-23","Hess Creek","HeCr4","B","9 m","","Aulocomnium",0.1,""
"351","2024-07-23","Hess Creek","HeCr4","B","9 m","","Burned Moss",1,""
"352","2024-07-23","Hess Creek","HeCr4","B","9 m","","Foliose Lichen",1,""
"353","2024-07-23","Hess Creek","HeCr4","B","9 m","","Grass litter",0.1,""
"354","2024-07-23","Hess Creek","HeCr4","B","9 m","","Organic",11,""
"355","2024-07-23","Hess Creek","HeCr4","B","9 m","","Polytrichum",0.1,""
"356","2024-07-23","Hess Creek","HeCr4","B","9 m","","Ceratodon purpureus",43,""
"357","2024-07-23","Hess Creek","HeCr4","B","9 m","","Litter",39.7,""
"358","2024-07-14","Haystack","Hays1","C","9 m","","Coarse Woody Debris",2,""
"359","2024-07-14","Haystack","Hays1","C","9 m","","Fine Woody Debris",3,""
"360","2024-07-14","Haystack","Hays1","C","9 m","","Litter",1,""
"361","2024-07-14","Haystack","Hays1","C","9 m","","Fruticose Lichen",0.1,""
"362","2024-07-14","Haystack","Hays1","C","9 m","","Ceratodon purpureus",0.1,""
"363","2024-07-14","Haystack","Hays1","C","9 m","","Burned moss",55,""
"364","2024-07-14","Haystack","Hays1","C","9 m","","Organic",38.8,""
"365","2024-08-03","Teklanika ","Tekl2","B","6 m","","Mushroom",0.1,""
"366","2024-08-03","Teklanika ","Tekl2","B","6 m","","Coarse Woody Debris",2,""
"367","2024-08-03","Teklanika ","Tekl2","B","6 m","","Fine Woody Debris",0.1,""
"368","2024-08-03","Teklanika ","Tekl2","B","6 m","","Ceratodon purpureus",5,""
"369","2024-08-03","Teklanika ","Tekl2","B","6 m","","Mineral ",0.1,""
"370","2024-08-03","Teklanika ","Tekl2","B","6 m","","Marchantia polymorpha",35,""
"371","2024-08-03","Teklanika ","Tekl2","B","6 m","","Organic",57.7,""
"372","2024-07-15","Lost Horse","LoHo3","C","3 m","","Coarse Woody Debris",5,""
"373","2024-07-15","Lost Horse","LoHo3","C","3 m","","Fine Woody Debris",3,""
"374","2024-07-15","Lost Horse","LoHo3","C","3 m","","Ceratodon/Pohlia",3,""
"375","2024-07-15","Lost Horse","LoHo3","C","3 m","","Mushroom",0.1,""
"376","2024-07-15","Lost Horse","LoHo3","C","3 m","","Litter",30,""
"377","2024-07-15","Lost Horse","LoHo3","C","3 m","","Organic",60,""
"378","2024-07-30","Nugget Creek","NuCr3","B","3 m","","Litter",5,""
"379","2024-07-30","Nugget Creek","NuCr3","B","3 m","","Ceratodon purpureus",3,""
"380","2024-07-30","Nugget Creek","NuCr3","B","3 m","","Coarse Woody Debris",2,""
"381","2024-07-30","Nugget Creek","NuCr3","B","3 m","","Foliose Lichen",0.1,""
"382","2024-07-30","Nugget Creek","NuCr3","B","3 m","","Mushroom",0.1,""
"383","2024-07-30","Nugget Creek","NuCr3","B","3 m","","Organic",9,""
"384","2024-07-30","Nugget Creek","NuCr3","B","3 m","","Marchantia polymorpha",7,"Very intermixed with polytrichum"
"385","2024-07-30","Nugget Creek","NuCr3","B","3 m","","Polytrichum",73.8,""
"386","2024-07-18","Lost Horse","LoHo6","B","3 m","","Cladonia",4,""
"387","2024-07-18","Lost Horse","LoHo6","B","3 m","","Burned Lichen",6,""
"388","2024-07-18","Lost Horse","LoHo6","B","3 m","","Coarse Woody Debris",1,""
"389","2024-07-18","Lost Horse","LoHo6","B","3 m","","Fine Woody Debris",2,""
"390","2024-07-18","Lost Horse","LoHo6","B","3 m","","Litter",3,""
"391","2024-07-18","Lost Horse","LoHo6","B","3 m","","Organic",82,""
"392","2024-07-18","Lost Horse","LoHo6","B","3 m","","Burned Moss",2,""
"393","2024-07-25","Haystack","Hays6","A","6 m","","Grass Litter",2,""
"394","2024-07-25","Haystack","Hays6","A","6 m","","Coarse Woody Debris",2,""
"395","2024-07-25","Haystack","Hays6","A","6 m","","Fine Woody Debris",1,""
"396","2024-07-25","Haystack","Hays6","A","6 m","","Organic",0.1,""
"397","2024-07-25","Haystack","Hays6","A","6 m","","Litter",12,""
"398","2024-07-25","Haystack","Hays6","A","6 m","","Burned Moss",82.9,""
"399","2024-07-15","Lost Horse","LoHo2","B","9 m","","Merchantia ",2,""
"400","2024-07-15","Lost Horse","LoHo2","B","9 m","","Ceratodon purpureus",6,""
"401","2024-07-15","Lost Horse","LoHo2","B","9 m","","Coarse Woody Debris",1,""
"402","2024-07-15","Lost Horse","LoHo2","B","9 m","","Fine Woody Debris",3,""
"403","2024-07-15","Lost Horse","LoHo2","B","9 m","","Fruticose Lichen",0.1,""
"404","2024-07-15","Lost Horse","LoHo2","B","9 m","","Burned Lichen",0.1,""
"405","2024-07-15","Lost Horse","LoHo2","B","9 m","","Burned Moss",30,""
"406","2024-07-15","Lost Horse","LoHo2","B","9 m","","Organic",57.8,""
"407","2024-07-14","Haystack","Hays2","B","3 m","","Fruticose Lichen",0.1,""
"408","2024-07-14","Haystack","Hays2","B","3 m","","Foliose Lichen",2,""
"409","2024-07-14","Haystack","Hays2","B","3 m","","Burned lichen ",2,""
"410","2024-07-14","Haystack","Hays2","B","3 m","","Litter",1,""
"411","2024-07-14","Haystack","Hays2","B","3 m","","Grass Litter",12,""
"412","2024-07-14","Haystack","Hays2","B","3 m","","Polytrichum",0.1,""
"413","2024-07-14","Haystack","Hays2","B","3 m","","Ceratodon/Pohlia",1,""
"414","2024-07-14","Haystack","Hays2","B","3 m","","Coarse Woody Debris",1,""
"415","2024-07-14","Haystack","Hays2","B","3 m","","Fine Woody Debris",1,""
"416","2024-07-14","Haystack","Hays2","B","3 m","","Organic",4,""
"417","2024-07-14","Haystack","Hays2","B","3 m","","Burned moss",75.8,""
"418","2024-07-17","Shovel Creek","ShCr6","B","6 m","","Fine Woody Debris",6,""
"419","2024-07-17","Shovel Creek","ShCr6","B","6 m","","Coarse Woody Debris",4,""
"420","2024-07-17","Shovel Creek","ShCr6","B","6 m","","Polytrichum",1,""
"421","2024-07-17","Shovel Creek","ShCr6","B","6 m","","Litter",7,""
"422","2024-07-17","Shovel Creek","ShCr6","B","6 m","","Organic",9,""
"423","2024-07-17","Shovel Creek","ShCr6","B","6 m","","Ceratodon/Pohlia",24,""
"424","2024-07-17","Shovel Creek","ShCr6","B","6 m","","Grass Litter",49,""
"425","2024-07-22","Hess Creek","HeCr2","C","9 m","","Coarse Woody Debris",2,""
"426","2024-07-22","Hess Creek","HeCr2","C","9 m","","Fine Woody Debris",0.1,""
"427","2024-07-22","Hess Creek","HeCr2","C","9 m","","Ceratodon purpureus",2,""
"428","2024-07-22","Hess Creek","HeCr2","C","9 m","","Organic",1,""
"429","2024-07-22","Hess Creek","HeCr2","C","9 m","","Litter",0.1,""
"430","2024-07-22","Hess Creek","HeCr2","C","9 m","","Grass Litter",94.8,""
"431","2024-07-22","Hess Creek","HeCr1","B","3 m","","Organic",5,""
"432","2024-07-22","Hess Creek","HeCr1","B","3 m","","Coarse Woody Debris",5,""
"433","2024-07-22","Hess Creek","HeCr1","B","3 m","","Fine Woody Debris",2,""
"434","2024-07-22","Hess Creek","HeCr1","B","3 m","","Unknown moss",3,""
"435","2024-07-22","Hess Creek","HeCr1","B","3 m","","Ceratodon/Pohlia",3,""
"436","2024-07-22","Hess Creek","HeCr1","B","3 m","","Litter",5,""
"437","2024-07-22","Hess Creek","HeCr1","B","3 m","","Grass Litter",77,""
"438","2024-07-31","Nugget Creek","NuCr4","A","6 m","","Marchantia polymorpha",7,""
"439","2024-07-31","Nugget Creek","NuCr4","A","6 m","","Polytrichum junipernum",11,""
"440","2024-07-31","Nugget Creek","NuCr4","A","6 m","","Coarse Woody Debris",13,""
"441","2024-07-31","Nugget Creek","NuCr4","A","6 m","","Burned Moss",1,""
"442","2024-07-31","Nugget Creek","NuCr4","A","6 m","","Ceratodon purpureus",30,""
"443","2024-07-31","Nugget Creek","NuCr4","A","6 m","","Fine Woody Debris",1,""
"444","2024-07-31","Nugget Creek","NuCr4","A","6 m","","Litter",4,""
"445","2024-07-31","Nugget Creek","NuCr4","A","6 m","","Sphagnum",0.1,""
"446","2024-07-31","Nugget Creek","NuCr4","A","6 m","","Organic",32.9,""
"447","2024-07-28","McCoy Creek","McCr4","A","6 m","","Litter",1,""
"448","2024-07-28","McCoy Creek","McCr4","A","6 m","","Mushroom",0.1,""
"449","2024-07-28","McCoy Creek","McCr4","A","6 m","","Coarse Woody Debris",5,""
"450","2024-07-28","McCoy Creek","McCr4","A","6 m","","Fine Woody Debris",4,""
"451","2024-07-28","McCoy Creek","McCr4","A","6 m","","Marchantia polymorpha",10,""
"452","2024-07-28","McCoy Creek","McCr4","A","6 m","","Ceratodon purpureus",20,""
"453","2024-07-28","McCoy Creek","McCr4","A","6 m","","Foliose Lichen",0.1,""
"454","2024-07-28","McCoy Creek","McCr4","A","6 m","","Organic",59.8,""
"455","2024-08-06","Dry Creek","DrCr5","B","6 m","","Ceratodon purpureus",0.1,""
"456","2024-08-06","Dry Creek","DrCr5","B","6 m","","Coarse Woody Debris",1,""
"457","2024-08-06","Dry Creek","DrCr5","B","6 m","","Fine Woody Debris",0.1,""
"458","2024-08-06","Dry Creek","DrCr5","B","6 m","","Burned Lichen",1,""
"459","2024-08-06","Dry Creek","DrCr5","B","6 m","","Grass Litter",4,""
"460","2024-08-06","Dry Creek","DrCr5","B","6 m","","Litter",1,""
"461","2024-08-06","Dry Creek","DrCr5","B","6 m","","Rabbit Scat",0.1,""
"462","2024-08-06","Dry Creek","DrCr5","B","6 m","","Burned Moss",25,""
"463","2024-08-06","Dry Creek","DrCr5","B","6 m","","Organic",67.7,""
"464","2024-08-06","Dry Creek","DrCr5","C","3 m","","Polytrichum",0.1,""
"465","2024-08-06","Dry Creek","DrCr5","C","3 m","","Litter",2,""
"466","2024-08-06","Dry Creek","DrCr5","C","3 m","","Coarse Woody Debris",1,""
"467","2024-08-06","Dry Creek","DrCr5","C","3 m","","Fine Woody Debris",0.1,""
"468","2024-08-06","Dry Creek","DrCr5","C","3 m","","Grass Litter",3,""
"469","2024-08-06","Dry Creek","DrCr5","C","3 m","","Burned Lichen",2,""
"470","2024-08-06","Dry Creek","DrCr5","C","3 m","","Organic",18,""
"471","2024-08-06","Dry Creek","DrCr5","C","3 m","","Ceratodon purpureus",0.1,""
"472","2024-08-06","Dry Creek","DrCr5","C","3 m","","Burned Moss",73.7,""
"473","2024-07-25","Haystack","Hays4","C","6 m","","Polytrichum",9,""
"474","2024-07-25","Haystack","Hays4","C","6 m","","Pleurozium",20,""
"475","2024-07-25","Haystack","Hays4","C","6 m","","Hylocomium",1,""
"476","2024-07-25","Haystack","Hays4","C","6 m","","Burned Lichen",4,""
"477","2024-07-25","Haystack","Hays4","C","6 m","","Coarse Woody Debris",3,""
"478","2024-07-25","Haystack","Hays4","C","6 m","","Fine Woody Debris",4,""
"479","2024-07-25","Haystack","Hays4","C","6 m","","Litter",7,""
"480","2024-07-25","Haystack","Hays4","C","6 m","","Organic",0.1,""
"481","2024-07-25","Haystack","Hays4","C","6 m","","Grass Litter",0.1,""
"482","2024-07-25","Haystack","Hays4","C","6 m","","Burned Moss",51.8,""
"483","2024-07-15","Lost Horse","LoHo1","B","9 m","","Ceratodon purpureus",17,""
"484","2024-07-15","Lost Horse","LoHo1","B","9 m","","Burned Lichen",0.1,""
"485","2024-07-15","Lost Horse","LoHo1","B","9 m","","Merchantia ",0.1,""
"486","2024-07-15","Lost Horse","LoHo1","B","9 m","","Coarse Woody Debris",2,""
"487","2024-07-15","Lost Horse","LoHo1","B","9 m","","Burned Moss",0.1,""
"488","2024-07-15","Lost Horse","LoHo1","B","9 m","","Organic",80.7,""
"489","2024-08-02","Teklanika ","Tekl6","A","3 m","","Mineral ",0.1,""
"490","2024-08-02","Teklanika ","Tekl6","A","3 m","","Burned Lichen",1,""
"491","2024-08-02","Teklanika ","Tekl6","A","3 m","","Coarse Woody Debris",1,""
"492","2024-08-02","Teklanika ","Tekl6","A","3 m","","Fine Woody Debris",0.1,""
"493","2024-08-02","Teklanika ","Tekl6","A","3 m","","Litter",9,""
"494","2024-08-02","Teklanika ","Tekl6","A","3 m","","Organic",88.8,""
"495","2024-07-18","Lost Horse","LoHo6","A","9 m","","Cladonia",1,""
"496","2024-07-18","Lost Horse","LoHo6","A","9 m","","Burned Lichen",2,""
"497","2024-07-18","Lost Horse","LoHo6","A","9 m","","Coarse Woody Debris",5,""
"498","2024-07-18","Lost Horse","LoHo6","A","9 m","","Fine Woody Debris",3,""
"499","2024-07-18","Lost Horse","LoHo6","A","9 m","","Litter",2,""
"500","2024-07-18","Lost Horse","LoHo6","A","9 m","","Burned Moss",11,""
"501","2024-07-18","Lost Horse","LoHo6","A","9 m","","Organic",35,""
"502","2024-07-18","Lost Horse","LoHo6","A","9 m","","Dead moss",41,""
"503","2024-07-14","Haystack","Hays2","A","6 m","","Fruticose Lichen",1,""
"504","2024-07-14","Haystack","Hays2","A","6 m","","Litter",20,""
"505","2024-07-14","Haystack","Hays2","A","6 m","","Coarse Woody Debris",2,""
"506","2024-07-14","Haystack","Hays2","A","6 m","","Fine Woody Debris",4,""
"507","2024-07-14","Haystack","Hays2","A","6 m","","Ceratodon/Pohlia",0.1,""
"508","2024-07-14","Haystack","Hays2","A","6 m","","Burned lichen",1,""
"509","2024-07-14","Haystack","Hays2","A","6 m","","Organic",3,""
"510","2024-07-14","Haystack","Hays2","A","6 m","","Burned moss",69,""
"511","2024-07-25","Haystack","Hays4","B","6 m","","Fine Woody Debris",3,""
"512","2024-07-25","Haystack","Hays4","B","6 m","","Coarse Woody Debris",0.1,""
"513","2024-07-25","Haystack","Hays4","B","6 m","","Polytrichum",2,""
"514","2024-07-25","Haystack","Hays4","B","6 m","","Burned Lichen",1,""
"515","2024-07-25","Haystack","Hays4","B","6 m","","Dicranum",2,""
"516","2024-07-25","Haystack","Hays4","B","6 m","","Hylocomium",6,""
"517","2024-07-25","Haystack","Hays4","B","6 m","","Pleurozium",6,""
"518","2024-07-25","Haystack","Hays4","B","6 m","","Organic",4,""
"519","2024-07-25","Haystack","Hays4","B","6 m","","Grass Litter",9,""
"520","2024-07-25","Haystack","Hays4","B","6 m","","Litter",8,""
"521","2024-07-25","Haystack","Hays4","B","6 m","","Ceratodon purpureus",0.1,""
"522","2024-07-25","Haystack","Hays4","B","6 m","","Burned Moss",58.8,""
"523","2024-07-30","Nugget Creek","NuCr3","B","6 m","","Ceratodon purpureus",4,""
"524","2024-07-30","Nugget Creek","NuCr3","B","6 m","","Marchantia polymorpha",2,""
"525","2024-07-30","Nugget Creek","NuCr3","B","6 m","","Mushroom",0.1,""
"526","2024-07-30","Nugget Creek","NuCr3","B","6 m","","Coarse Woody Debris",2,""
"527","2024-07-30","Nugget Creek","NuCr3","B","6 m","","Fine Woody Debris",3,""
"528","2024-07-30","Nugget Creek","NuCr3","B","6 m","","Organic",4,""
"529","2024-07-30","Nugget Creek","NuCr3","B","6 m","","Litter",3,"Includes epilobium litter"
"530","2024-07-30","Nugget Creek","NuCr3","B","6 m","","Polytrichum",81.8,""
"531","2024-07-30","Nugget Creek","NuCr3","B","6 m","","Foliose Lichen",0.1,""
"532","2024-07-31","Nugget Creek","NuCr5","A","6 m","","Coarse Woody Debris",13,""
"533","2024-07-31","Nugget Creek","NuCr5","A","6 m","","Fine Woody Debris",4,""
"534","2024-07-31","Nugget Creek","NuCr5","A","6 m","","Ceratodon purpureus",9,""
"535","2024-07-31","Nugget Creek","NuCr5","A","6 m","","Grass Litter",14,""
"536","2024-07-31","Nugget Creek","NuCr5","A","6 m","","Marchantia polymorpha",0.1,""
"537","2024-07-31","Nugget Creek","NuCr5","A","6 m","","Polytrichum",59.9,""
"538","2024-07-16","Shovel Creek","ShCr3","C","6 m","","Polytrichum",5,""
"539","2024-07-16","Shovel Creek","ShCr3","C","6 m","","Ceratodon/Pohlia",2,""
"540","2024-07-16","Shovel Creek","ShCr3","C","6 m","","Coarse Woody Debris",3,""
"541","2024-07-16","Shovel Creek","ShCr3","C","6 m","","Fine Woody Debris",3,""
"542","2024-07-16","Shovel Creek","ShCr3","C","6 m","","Litter",35,""
"543","2024-07-16","Shovel Creek","ShCr3","C","6 m","","Organic",52,""
"544","2024-08-07","McCoy Creek","McCr3","A","6 m","","Litter",0.1,""
"545","2024-08-07","McCoy Creek","McCr3","A","6 m","","Coarse Woody Debris",5,""
"546","2024-08-07","McCoy Creek","McCr3","A","6 m","","Fine Woody Debris",1,""
"547","2024-08-07","McCoy Creek","McCr3","A","6 m","","Polytrichum",0.1,""
"548","2024-08-07","McCoy Creek","McCr3","A","6 m","","Organic",35,""
"549","2024-08-07","McCoy Creek","McCr3","A","6 m","","Burned Moss",1,""
"550","2024-08-07","McCoy Creek","McCr3","A","6 m","","Marchantia polymorpha",45,""
"551","2024-08-07","McCoy Creek","McCr3","A","6 m","","Ceratodon purpureus",12.8,""
"552","2024-07-23","Hess Creek","HeCr6","B","6 m","","Organic",15,""
"553","2024-07-23","Hess Creek","HeCr6","B","6 m","","Coarse Woody Debris",3,""
"554","2024-07-23","Hess Creek","HeCr6","B","6 m","","Fine Woody Debris",2,""
"555","2024-07-23","Hess Creek","HeCr6","B","6 m","","Grass Litter",2,""
"556","2024-07-23","Hess Creek","HeCr6","B","6 m","","Litter",4,""
"557","2024-07-23","Hess Creek","HeCr6","B","6 m","","Ceratodon purpureus",73.9,""
"558","2024-07-23","Hess Creek","HeCr6","B","6 m","","Foliose Lichen",0.1,""
"559","2024-07-18","Lost Horse","LoHo6","A","3 m","","Coarse Woody Debris",13,""
"560","2024-07-18","Lost Horse","LoHo6","A","3 m","","Ceratodon/Pohlia",2,""
"561","2024-07-18","Lost Horse","LoHo6","A","3 m","","Rock",1,""
"562","2024-07-18","Lost Horse","LoHo6","A","3 m","","Fine Woody Debris",2,""
"563","2024-07-18","Lost Horse","LoHo6","A","3 m","","Litter",14,""
"564","2024-07-18","Lost Horse","LoHo6","A","3 m","","Organic",68,""
"565","2024-07-17","Shovel Creek","ShCr5","C","3 m","","Coarse Woody Debris",25,""
"566","2024-07-17","Shovel Creek","ShCr5","C","3 m","","Rock",1,""
"567","2024-07-17","Shovel Creek","ShCr5","C","3 m","","Fine Woody Debris",1,""
"568","2024-07-17","Shovel Creek","ShCr5","C","3 m","","Litter",8,""
"569","2024-07-17","Shovel Creek","ShCr5","C","3 m","","Liverwort",2,""
"570","2024-07-17","Shovel Creek","ShCr5","C","3 m","","Polytrichum",25,""
"571","2024-07-17","Shovel Creek","ShCr5","C","3 m","","Ceratodon/Pohlia",38,""
"572","2024-07-18","Lost Horse","LoHo6","C","6 m","","Coarse Woody Debris",1,""
"573","2024-07-18","Lost Horse","LoHo6","C","6 m","","Fine Woody Debris",1,""
"574","2024-07-18","Lost Horse","LoHo6","C","6 m","","Litter",3,""
"575","2024-07-18","Lost Horse","LoHo6","C","6 m","","Burned Lichen",19,""
"576","2024-07-18","Lost Horse","LoHo6","C","6 m","","Burned Moss",8,""
"577","2024-07-18","Lost Horse","LoHo6","C","6 m","","Organic",68,""
"578","2024-08-02","Teklanika ","Tekl5","B","3 m","","Coarse Woody Debris",2,""
"579","2024-08-02","Teklanika ","Tekl5","B","3 m","","Fine Woody Debris",0.1,""
"580","2024-08-02","Teklanika ","Tekl5","B","3 m","","Ceratodon purpureus",1,""
"581","2024-08-02","Teklanika ","Tekl5","B","3 m","","Marchantia polymorpha",0.1,""
"582","2024-08-02","Teklanika ","Tekl5","B","3 m","","Mineral ",0.1,""
"583","2024-08-02","Teklanika ","Tekl5","B","3 m","","Litter",1,""
"584","2024-08-02","Teklanika ","Tekl5","B","3 m","","Burned Lichen",0.1,""
"585","2024-08-02","Teklanika ","Tekl5","B","3 m","","Organic",95.6,""
"586","2024-07-15","Lost Horse","LoHo1","A","6 m","","Polytrichum",1,""
"587","2024-07-15","Lost Horse","LoHo1","A","6 m","","Organic",10,""
"588","2024-07-15","Lost Horse","LoHo1","A","6 m","","Fruticose Lichen",11,""
"589","2024-07-15","Lost Horse","LoHo1","A","6 m","","Coarse Woody Debris",6,""
"590","2024-07-15","Lost Horse","LoHo1","A","6 m","","Fine Woody Debris",1,""
"591","2024-07-15","Lost Horse","LoHo1","A","6 m","","Burned Moss",15,""
"592","2024-07-15","Lost Horse","LoHo1","A","6 m","","Burned lichen",56,""
"593","2024-07-30","Nugget Creek","NuCr1","A","6 m","","Mineral ",0.1,""
"594","2024-07-30","Nugget Creek","NuCr1","A","6 m","","Litter",5,"Half Salix half fireweed stem"
"595","2024-07-30","Nugget Creek","NuCr1","A","6 m","","Foliose Lichen",0.1,""
"596","2024-07-30","Nugget Creek","NuCr1","A","6 m","","Fine Woody Debris",5,""
