"","date","fire_scar","site","plot","location","site_notes","plant_species","plant_species_cover","veg_cover_notes"
"294","2024-07-29","McCoy Creek","McCr2","B","6 m","","Equisetum sylvaticum",2,""
"295","2024-07-29","McCoy Creek","McCr2","B","6 m","","Rubus chamaemorus",0.1,""
"296","2024-07-29","McCoy Creek","McCr2","B","6 m","","Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum]",0.1,""
"297","2024-07-29","McCoy Creek","McCr2","B","6 m","","Vaccinium vitis-idaea",0.1,""
"298","2024-07-29","McCoy Creek","McCr2","B","6 m","","Vaccinium uliginosum",2,""
"299","2024-07-29","McCoy Creek","McCr2","B","6 m","","Petasites frigidus",2,"."
"300","2024-07-29","McCoy Creek","McCr2","B","6 m","","Epilobium angustifolium [Chamerion angustifolium]",2,""
"301","2024-07-29","McCoy Creek","McCr2","B","6 m","","Coarse woody debris",14,""
"302","2024-07-29","McCoy Creek","McCr2","B","6 m","","Fine Woody Debris",5,""
"303","2024-07-29","McCoy Creek","McCr2","B","6 m","","Calamagrostis canadensis",3,""
"304","2024-07-29","McCoy Creek","McCr2","B","6 m","","Picea mariana",0.1,""
"305","2024-08-06","Dry Creek","DrCr6","C","6 m","","Betula nana",0.1,""
"306","2024-08-06","Dry Creek","DrCr6","C","6 m","","Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum]",12,""
"307","2024-08-06","Dry Creek","DrCr6","C","6 m","","Equisetum arvense",1,""
"308","2024-08-06","Dry Creek","DrCr6","C","6 m","","Calamagrostis canadensis",14,""
"309","2024-08-06","Dry Creek","DrCr6","C","6 m","","Coarse woody debris",1,""
"310","2024-08-06","Dry Creek","DrCr6","C","6 m","","Ledum palustre subsp. decumbens [Rhododendron tomentosum]",2,""
"311","2024-08-06","Dry Creek","DrCr4","A","3 m","","Equisetum arvense",4,""
"312","2024-08-06","Dry Creek","DrCr4","A","3 m","","Vaccinium vitis-idaea",1,""
"313","2024-08-06","Dry Creek","DrCr4","A","3 m","","Silene spp",2,""
"314","2024-08-06","Dry Creek","DrCr4","A","3 m","","Calamagrostis stricta",60,""
"315","2024-08-06","Dry Creek","DrCr4","A","3 m","","Calamagrostis canadensis",15,""
"316","2024-08-06","Dry Creek","DrCr4","A","3 m","","Grass litter",6,""
"317","2024-08-06","Dry Creek","DrCr4","A","3 m","","Equisetum scirpoides",0.1,""
"318","2024-08-06","Dry Creek","DrCr4","A","3 m","","Epilobium angustifolium [Chamerion angustifolium]",0.1,""
"319","2024-07-28","McCoy Creek","McCr5","A","6 m","","Picea mariana",0.1,""
"320","2024-07-28","McCoy Creek","McCr5","A","6 m","","Vaccinium uliginosum",1,""
"321","2024-07-28","McCoy Creek","McCr5","A","6 m","","Vaccinium vitis-idaea",1,""
"322","2024-07-28","McCoy Creek","McCr5","A","6 m","","Betula nana",2,""
"323","2024-07-28","McCoy Creek","McCr5","A","6 m","","Eriophorum vaginatum",12,""
"324","2024-07-28","McCoy Creek","McCr5","A","6 m","","Calamagrostis canadensis",1,""
"325","2024-07-28","McCoy Creek","McCr5","A","6 m","","Fine Woody Debris",0.1,""
"326","2024-07-28","McCoy Creek","McCr5","A","6 m","","Coarse woody debris",1,""
"327","2024-07-28","McCoy Creek","McCr5","A","6 m","","Rubus chamaemorus",3,""
"328","2024-07-28","McCoy Creek","McCr5","A","6 m","","Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum]",4,""
"329","2024-08-02","Teklanika ","Tekl6","C","6 m","","Solidago spp",1,""
"330","2024-08-02","Teklanika ","Tekl6","C","6 m","","Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum]",3,""
"331","2024-08-02","Teklanika ","Tekl6","C","6 m","","Vaccinium uliginosum",2,""
"332","2024-08-02","Teklanika ","Tekl6","C","6 m","","Salix spp",1,""
"333","2024-08-02","Teklanika ","Tekl6","C","6 m","","Calamagrostis canadensis",0.1,""
"334","2024-08-02","Teklanika ","Tekl6","C","6 m","","Coarse woody debris",0.1,""
"335","2024-08-02","Teklanika ","Tekl6","C","6 m","","Equisetum palustre",0.1,""
"336","2024-08-02","Teklanika ","Tekl6","C","6 m","","Equisetum scirpoides",0.1,""
"337","2024-07-23","Hess Creek","HeCr6","C","3 m","","Picea mariana",0.1,""
"338","2024-07-23","Hess Creek","HeCr6","C","3 m","","Eriophorum vaginatum",0.1,""
"339","2024-07-23","Hess Creek","HeCr6","C","3 m","","Calamagrostis canadensis",0.1,""
"340","2024-07-23","Hess Creek","HeCr6","C","3 m","","Carex bigelowii",3,""
"341","2024-07-23","Hess Creek","HeCr6","C","3 m","","Vaccinium vitis-idaea",4,""
"342","2024-07-23","Hess Creek","HeCr6","C","3 m","","Equisetum arvense",4,""
"343","2024-07-23","Hess Creek","HeCr6","C","3 m","","Vaccinium uliginosum",12,""
"344","2024-07-23","Hess Creek","HeCr6","C","3 m","","Betula nana",7,""
"345","2024-07-23","Hess Creek","HeCr6","C","3 m","","Salix spp",25,""
"346","2024-07-23","Hess Creek","HeCr6","C","3 m","","Rubus chamaemorus",23,""
"347","2024-07-23","Hess Creek","HeCr6","C","3 m","","Equisetum scirpoides",13,""
"348","2024-07-23","Hess Creek","HeCr6","C","3 m","","Betula neoalaskana",0.1,""
"349","2024-07-23","Hess Creek","HeCr6","C","3 m","","Potentilla fruticose [Dasiphora fruticosa]",3,""
"350","2024-07-23","Hess Creek","HeCr6","C","3 m","","Coarse woody debris",8,""
"351","2024-07-23","Hess Creek","HeCr6","C","3 m","","Fine Woody Debris",2,""
"352","2024-07-15","Lost Horse","LoHo2","B","3 m","","Vaccinium uliginosum",0.1,""
"353","2024-07-15","Lost Horse","LoHo2","B","3 m","","Vaccinium vitis-idaea",0.1,""
"354","2024-07-15","Lost Horse","LoHo2","B","3 m","","Calamagrostis canadensis",0.1,""
"355","2024-07-15","Lost Horse","LoHo2","B","3 m","","Betula nana",2,""
"356","2024-07-15","Lost Horse","LoHo2","B","3 m","","Coarse woody debris",6,""
"357","2024-07-15","Lost Horse","LoHo2","B","3 m","","Fine Woody Debris",1,""
"358","2024-08-03","Teklanika ","Tekl3","A","6 m","","Betula nana",7,""
"359","2024-08-03","Teklanika ","Tekl3","A","6 m","","Epilobium angustifolium [Chamerion angustifolium]",16,""
"360","2024-08-03","Teklanika ","Tekl3","A","6 m","","Salix spp",2,""
"361","2024-08-03","Teklanika ","Tekl3","A","6 m","","Potentilla fruticose [Dasiphora fruticosa]",10,""
"362","2024-08-03","Teklanika ","Tekl3","A","6 m","","Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum]",2,""
"363","2024-08-03","Teklanika ","Tekl3","A","6 m","","Betula nana",8,""
"364","2024-08-03","Teklanika ","Tekl3","A","6 m","","Coarse woody debris",1,""
"365","2024-08-03","Teklanika ","Tekl3","A","6 m","","Fine Woody Debris",1,""
"366","2024-08-03","Teklanika ","Tekl3","A","6 m","","Equisetum scirpoides",0.1,""
"367","2024-08-03","Teklanika ","Tekl3","A","6 m","","Equisetum palustre",4,""
"368","2024-08-03","Teklanika ","Tekl3","A","6 m","","Equisetum arvense",1,""
"369","2024-08-03","Teklanika ","Tekl3","A","6 m","","Stellaria longipes",0.1,""
"370","2024-08-03","Teklanika ","Tekl3","A","6 m","","Picea mariana",0.1,""
"371","2024-08-03","Teklanika ","Tekl3","A","6 m","","Calamagrostis canadensis",0.1,""
"372","2024-07-28","McCoy Creek","McCr5","B","3 m","","Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum]",6,""
"373","2024-07-28","McCoy Creek","McCr5","B","3 m","","Vaccinium uliginosum",2,""
"374","2024-07-28","McCoy Creek","McCr5","B","3 m","","Vaccinium vitis-idaea",1,""
"375","2024-07-28","McCoy Creek","McCr5","B","3 m","","Betula nana",1,""
"376","2024-07-28","McCoy Creek","McCr5","B","3 m","","Rubus chamaemorus",7,""
"377","2024-07-28","McCoy Creek","McCr5","B","3 m","","Eriophorum vaginatum",11,""
"378","2024-07-28","McCoy Creek","McCr5","B","3 m","","Fine Woody Debris",0.1,""
"379","2024-07-28","McCoy Creek","McCr5","B","3 m","","Picea mariana",0.1,""
"380","2024-08-04","Munson Creek","MuCr5","A","6 m","","Vaccinium uliginosum",0.1,""
"381","2024-08-04","Munson Creek","MuCr5","A","6 m","","Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum]",2,""
"382","2024-08-04","Munson Creek","MuCr5","A","6 m","","Coarse woody debris",2,""
"383","2024-08-04","Munson Creek","MuCr5","A","6 m","","Fine Woody Debris",0.1,""
"384","2024-08-04","Munson Creek","MuCr5","A","6 m","","Calamagrostis canadensis",20,""
"385","2024-08-04","Munson Creek","MuCr5","A","6 m","","Salix spp",27,""
"386","2024-08-03","Teklanika ","Tekl1","A","3 m","","Calamagrostis canadensis",3,""
"387","2024-08-03","Teklanika ","Tekl1","A","3 m","","Salix spp",4,""
"388","2024-08-03","Teklanika ","Tekl1","A","3 m","","Equisetum scirpoides",0.1,""
"389","2024-08-03","Teklanika ","Tekl1","A","3 m","","Potentilla fruticose [Dasiphora fruticosa]",1,""
"390","2024-08-03","Teklanika ","Tekl1","A","3 m","","Rubus chamaemorus",0.1,""
"391","2024-08-03","Teklanika ","Tekl1","A","3 m","","Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum]",1,""
"392","2024-08-03","Teklanika ","Tekl1","A","3 m","","Vaccinium uliginosum",0.1,""
"393","2024-08-03","Teklanika ","Tekl1","A","3 m","","Saussurea angustifolia",2,""
"394","2024-08-03","Teklanika ","Tekl1","A","3 m","","Coarse woody debris",4,""
"395","2024-08-03","Teklanika ","Tekl1","A","3 m","","Fine Woody Debris",0.1,""
"396","2024-07-30","Nugget Creek","NuCr2","B","6 m","","Vaccinium vitis-idaea",12,""
"397","2024-07-30","Nugget Creek","NuCr2","B","6 m","","Carex spp",25,""
"398","2024-07-30","Nugget Creek","NuCr2","B","6 m","","Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum]",11,""
"399","2024-07-30","Nugget Creek","NuCr2","B","6 m","","Coarse woody debris",6,""
"400","2024-07-30","Nugget Creek","NuCr2","B","6 m","","Fine Woody Debris",1,""
"401","2024-07-30","Nugget Creek","NuCr2","B","6 m","","Carex litter",2,""
"402","2024-07-30","Nugget Creek","NuCr2","B","6 m","","Picea mariana",0.1,""
"403","2024-07-23","Hess Creek","HeCr4","B","9 m","","Coarse woody debris",3,""
"404","2024-07-23","Hess Creek","HeCr4","B","9 m","","Fine Woody Debris",3,""
"405","2024-07-23","Hess Creek","HeCr4","B","9 m","","Grass litter",2,""
"406","2024-07-23","Hess Creek","HeCr4","B","9 m","","Potentilla fruticose [Dasiphora fruticosa]",2,""
"407","2024-07-23","Hess Creek","HeCr4","B","9 m","","Equisetum arvense",6,""
"408","2024-07-23","Hess Creek","HeCr4","B","9 m","","Vaccinium uliginosum",4,""
"409","2024-07-23","Hess Creek","HeCr4","B","9 m","","Platanthera aquilonis",0.1,""
"410","2024-07-23","Hess Creek","HeCr4","B","9 m","","Picea mariana",0.1,""
"411","2024-07-23","Hess Creek","HeCr4","B","9 m","","Betula neoalaskana",0.1,""
"412","2024-07-23","Hess Creek","HeCr4","B","9 m","","Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum]",17,""
"413","2024-07-23","Hess Creek","HeCr4","B","9 m","","Betula nana",2,""
"414","2024-07-23","Hess Creek","HeCr4","B","9 m","","Petasites frigidus",2,""
"415","2024-07-23","Hess Creek","HeCr4","B","9 m","","Rubus chamaemorus",10,""
"416","2024-07-23","Hess Creek","HeCr4","B","9 m","","Salix spp",0.1,""
"417","2024-07-23","Hess Creek","HeCr4","B","9 m","","Equisetum scirpoides",5,""
"418","2024-07-23","Hess Creek","HeCr4","B","9 m","","Arctostaphylos rubra [Arctous rubra]",3,""
"419","2024-07-23","Hess Creek","HeCr4","B","9 m","","Vaccinium vitis-idaea",3,""
"420","2024-07-23","Hess Creek","HeCr4","B","9 m","","Calamagrostis canadensis",1,""
"421","2024-07-23","Hess Creek","HeCr4","B","9 m","","Carex spp",3,""
"422","2024-07-23","Hess Creek","HeCr4","B","9 m","","Mertensia paniculata",0.1,""
"423","2024-07-23","Hess Creek","HeCr4","B","9 m","","Populus tremuloides",0.1,""
"424","2024-07-14","Haystack","Hays1","C","9 m","","Vaccinium uliginosum",2,""
"425","2024-07-14","Haystack","Hays1","C","9 m","","Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum]",0.1,""
"426","2024-07-14","Haystack","Hays1","C","9 m","","Cornus canadensis",0.1,""
"427","2024-07-14","Haystack","Hays1","C","9 m","","Coarse woody debris",1,""
"428","2024-07-14","Haystack","Hays1","C","9 m","","Fine Woody Debris",0.1,""
"429","2024-08-03","Teklanika ","Tekl2","B","6 m","","Vaccinium uliginosum",0.1,""
"430","2024-08-03","Teklanika ","Tekl2","B","6 m","","Saussurea angustifolia",0.1,""
"431","2024-08-03","Teklanika ","Tekl2","B","6 m","","Betula neoalaskana",0.1,""
"432","2024-08-03","Teklanika ","Tekl2","B","6 m","","Equisetum arvense",6,""
"433","2024-08-03","Teklanika ","Tekl2","B","6 m","","Epilobium angustifolium [Chamerion angustifolium]",7,""
"434","2024-08-03","Teklanika ","Tekl2","B","6 m","","Coarse woody debris",20,""
"435","2024-08-03","Teklanika ","Tekl2","B","6 m","","Fine Woody Debris",1,""
"436","2024-08-03","Teklanika ","Tekl2","B","6 m","","Equisetum scirpoides",0.1,""
"437","2024-08-03","Teklanika ","Tekl2","B","6 m","","Picea mariana",0.1,""
"438","2024-07-15","Lost Horse","LoHo3","C","3 m","","Coarse woody debris",3,""
"439","2024-07-15","Lost Horse","LoHo3","C","3 m","","Fine Woody Debris",1,""
"440","2024-07-30","Nugget Creek","NuCr3","B","3 m","","Coarse woody debris",12,""
"441","2024-07-30","Nugget Creek","NuCr3","B","3 m","","Fine Woody Debris",4,""
"442","2024-07-30","Nugget Creek","NuCr3","B","3 m","","Epilobium angustifolium [Chamerion angustifolium]",8,""
"443","2024-07-30","Nugget Creek","NuCr3","B","3 m","","Picea mariana",12,""
"444","2024-07-30","Nugget Creek","NuCr3","B","3 m","","Salix spp",14,""
"445","2024-07-30","Nugget Creek","NuCr3","B","3 m","","Betula neoalaskana",7,""
"446","2024-07-30","Nugget Creek","NuCr3","B","3 m","","Litter - herbaceous",1,"Epilobium"
"447","2024-07-30","Nugget Creek","NuCr3","B","3 m","","Calamagrostis canadensis",0.1,""
"448","2024-07-18","Lost Horse","LoHo6","B","3 m","","Calamagrostis canadensis",0.1,""
"449","2024-07-18","Lost Horse","LoHo6","B","3 m","","Cornus canadensis",0.1,""
"450","2024-07-18","Lost Horse","LoHo6","B","3 m","","Fine Woody Debris",4,""
"451","2024-07-18","Lost Horse","LoHo6","B","3 m","","Coarse woody debris",0.1,""
"452","2024-07-25","Haystack","Hays6","A","6 m","","Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum]",3,""
"453","2024-07-25","Haystack","Hays6","A","6 m","","Calamagrostis canadensis",8,""
"454","2024-07-25","Haystack","Hays6","A","6 m","","Spiraea beauverdiana (stevenii)",3,""
"455","2024-07-25","Haystack","Hays6","A","6 m","","Salix spp",40,""
"456","2024-07-25","Haystack","Hays6","A","6 m","","Vaccinium vitis-idaea",1,""
"457","2024-07-25","Haystack","Hays6","A","6 m","","Betula nana",0.1,""
"458","2024-07-25","Haystack","Hays6","A","6 m","","Coarse woody debris",1,""
"459","2024-07-25","Haystack","Hays6","A","6 m","","Fine Woody Debris",0.1,""
"460","2024-07-25","Haystack","Hays6","A","6 m","","Grass litter",2,""
"461","2024-07-15","Lost Horse","LoHo2","B","9 m","","Epilobium angustifolium [Chamerion angustifolium]",1,""
"462","2024-07-15","Lost Horse","LoHo2","B","9 m","","Betula nana",0.1,""
"463","2024-07-15","Lost Horse","LoHo2","B","9 m","","Salix spp",0.1,""
"464","2024-07-15","Lost Horse","LoHo2","B","9 m","","Calamagrostis canadensis",0.1,""
"465","2024-07-14","Haystack","Hays2","B","3 m","","Betula nana",2,""
"466","2024-07-14","Haystack","Hays2","B","3 m","","Vaccinium uliginosum",2,""
"467","2024-07-14","Haystack","Hays2","B","3 m","","Calamagrostis canadensis",70,""
"468","2024-07-14","Haystack","Hays2","B","3 m","","Vaccinium vitis-idaea",0.1,""
"469","2024-07-14","Haystack","Hays2","B","3 m","","Epilobium angustifolium [Chamerion angustifolium]",0.1,""
"470","2024-07-14","Haystack","Hays2","B","3 m","","Coarse woody debris",8,""
"471","2024-07-17","Shovel Creek","ShCr6","B","6 m","","Fine Woody Debris",5,""
"472","2024-07-17","Shovel Creek","ShCr6","B","6 m","","Coarse woody debris",2,""
"473","2024-07-17","Shovel Creek","ShCr6","B","6 m","","Calamagrostis canadensis",4,""
"474","2024-07-17","Shovel Creek","ShCr6","B","6 m","","Betula nana",3,""
"475","2024-07-17","Shovel Creek","ShCr6","B","6 m","","Vaccinium uliginosum",2,""
"476","2024-07-17","Shovel Creek","ShCr6","B","6 m","","Vaccinium vitis-idaea",3,""
"477","2024-07-17","Shovel Creek","ShCr6","B","6 m","","Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum]",5,""
"478","2024-07-17","Shovel Creek","ShCr6","B","6 m","","Litter - herbaceous",3,""
"479","2024-07-22","Hess Creek","HeCr2","C","9 m","","Calamagrostis canadensis",1,""
"480","2024-07-22","Hess Creek","HeCr2","C","9 m","","Coarse woody debris",10,""
"481","2024-07-22","Hess Creek","HeCr2","C","9 m","","Rubus idaeus",70,""
"482","2024-07-22","Hess Creek","HeCr2","C","9 m","","Rosa acicularis",5,""
"483","2024-07-22","Hess Creek","HeCr2","C","9 m","","Taraxacum officionale",0.1,""
"484","2024-07-22","Hess Creek","HeCr1","B","3 m","","Epilobium angustifolium [Chamerion angustifolium]",10,""
"485","2024-07-22","Hess Creek","HeCr1","B","3 m","","Betula nana",5,""
"486","2024-07-22","Hess Creek","HeCr1","B","3 m","","Coarse woody debris",3,""
"487","2024-07-22","Hess Creek","HeCr1","B","3 m","","Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum]",1,""
"488","2024-07-22","Hess Creek","HeCr1","B","3 m","","Rubus idaeus",2,""
"489","2024-07-22","Hess Creek","HeCr1","B","3 m","","Betula neoalaskana",0.1,""
"490","2024-07-22","Hess Creek","HeCr1","B","3 m","","Picea mariana",0.1,""
"491","2024-07-22","Hess Creek","HeCr1","B","3 m","","Unknown grass 1",3,""
"492","2024-07-22","Hess Creek","HeCr1","B","3 m","","Calamagrostis canadensis",20,""
"493","2024-07-22","Hess Creek","HeCr1","B","3 m","","Grass litter",25,""
"494","2024-07-31","Nugget Creek","NuCr4","A","6 m","","Vaccinium vitis-idaea",7,""
"495","2024-07-31","Nugget Creek","NuCr4","A","6 m","","Rubus chamaemorus",10,""
"496","2024-07-31","Nugget Creek","NuCr4","A","6 m","","Polygonum alpinum",6,""
"497","2024-07-31","Nugget Creek","NuCr4","A","6 m","","Epilobium angustifolium [Chamerion angustifolium]",6,""
"498","2024-07-31","Nugget Creek","NuCr4","A","6 m","","Coarse woody debris",38,""
"499","2024-07-31","Nugget Creek","NuCr4","A","6 m","","Equisetum sylvaticum",22,""
"500","2024-07-31","Nugget Creek","NuCr4","A","6 m","","Picea mariana",1,""
"501","2024-07-31","Nugget Creek","NuCr4","A","6 m","","Fine Woody Debris",5,""
"502","2024-07-28","McCoy Creek","McCr4","A","6 m","","Equisetum arvense",2,""
"503","2024-07-28","McCoy Creek","McCr4","A","6 m","","Epilobium angustifolium [Chamerion angustifolium]",2,""
"504","2024-07-28","McCoy Creek","McCr4","A","6 m","","Carex spp",0.1,""
"505","2024-07-28","McCoy Creek","McCr4","A","6 m","","Coarse woody debris",17,""
"506","2024-07-28","McCoy Creek","McCr4","A","6 m","","Fine Woody Debris",2,""
"507","2024-07-28","McCoy Creek","McCr4","A","6 m","","Betula neoalaskana",0.1,""
"508","2024-08-06","Dry Creek","DrCr5","B","6 m","","Vaccinium vitis-idaea",1,""
"509","2024-08-06","Dry Creek","DrCr5","B","6 m","","Galium boreale",4,""
"510","2024-08-06","Dry Creek","DrCr5","B","6 m","","Silene spp",2,""
"511","2024-08-06","Dry Creek","DrCr5","B","6 m","","Coarse woody debris",0.1,""
"512","2024-08-06","Dry Creek","DrCr5","B","6 m","","Fine Woody Debris",0.1,""
"513","2024-08-06","Dry Creek","DrCr5","B","6 m","","Calamagrostis stricta",12,""
"514","2024-08-06","Dry Creek","DrCr5","B","6 m","","Calamagrostis canadensis",5,""
"515","2024-08-06","Dry Creek","DrCr5","B","6 m","","Equisetum scirpoides",0.1,""
"516","2024-08-06","Dry Creek","DrCr5","C","3 m","","Equisetum scirpoides",1,""
"517","2024-08-06","Dry Creek","DrCr5","C","3 m","","Vaccinium vitis-idaea",5,""
"518","2024-08-06","Dry Creek","DrCr5","C","3 m","","Linnaea borealis",1,""
"519","2024-08-06","Dry Creek","DrCr5","C","3 m","","Coarse woody debris",4,""
"520","2024-08-06","Dry Creek","DrCr5","C","3 m","","Fine Woody Debris",1,""
"521","2024-08-06","Dry Creek","DrCr5","C","3 m","","Calamagrostis canadensis",11,""
"522","2024-08-06","Dry Creek","DrCr5","C","3 m","","Salix spp",5,"Not rooted in plot"
"523","2024-07-25","Haystack","Hays4","C","6 m","","Vaccinium uliginosum",6,""
"524","2024-07-25","Haystack","Hays4","C","6 m","","Vaccinium vitis-idaea",3,""
"525","2024-07-25","Haystack","Hays4","C","6 m","","Lycopodium spp",5,""
"526","2024-07-25","Haystack","Hays4","C","6 m","","Coarse woody debris",4,""
"527","2024-07-25","Haystack","Hays4","C","6 m","","Fine Woody Debris",7,""
"528","2024-07-25","Haystack","Hays4","C","6 m","","Calamagrostis canadensis",2,""
"529","2024-07-25","Haystack","Hays4","C","6 m","","Grass litter",2,""
